№,БИН/ИИН,Наименование субъекта,Ссылка,Долгосрочный договор,Юридический адрес,Форма собственности,Регион оказания услуг,Дата включения в БД
58478,020440003498,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""ОБЛАСТНАЯ СТАНЦИЯ СКОРОЙ И НЕОТЛОЖНОЙ МЕДИЦИНСКОЙ ПОМОЩИ"" НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АКТЮБИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58478,Нет,"Актюбинская область, г.Актобе, район Алматы",Государственные организации,Актюбинская область,2022-01-17 16:39:28
58484,110140008497,"ТОО ""В.В.NURA""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58484,Нет,"г.Астана, район Есиль",Частные организации,Восточно-Казахстанская область,2017-09-12 00:00:00
57339,141240011548,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕЙРОРЕАБИЛИТАЦИОННЫЙ ЦЕНТР ""ЛУЧ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57339,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2017-09-08 00:00:00
57180,081040006540,"""МЕДИЦИНСКАЯ ФИРМА ""МЕРЕЙ"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57180,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2017-09-08 00:00:00
57590,990140001937,КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ «ПОЛИКЛИНИКА №1 ГОРОДА ТЕМИРТАУ» УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57590,Нет,"Карагандинская область, г.Темиртау",Государственные организации,Карагандинская область,2017-09-09 00:00:00
57595,980340003057,"ЧАСТНОЕ УЧРЕЖДЕНИЕ ""СТОМА ПЛЮС""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57595,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2017-09-09 00:00:00
57596,070940003425,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ALANDA CLINIC""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57596,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2017-09-13 00:00:00
57606,050640012132,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ЗРЕНИЯ ""ПЛЮС""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57606,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2017-09-12 00:00:00
57608,010940008801,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТОМАТОЛОГ-ЭЛИТ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57608,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2017-09-09 00:00:00
57667,990140000592,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""МНОГОПРОФИЛЬНАЯ БОЛЬНИЦА № 2 ГОРОДА КАРАГАНДЫ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57667,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Государственные организации,Карагандинская область,2017-09-08 00:00:00
57893,960640000703,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНОЙ ЦЕНТР ПСИХИЧЕСКОГО ЗДОРОВЬЯ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57893,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Государственные организации,Карагандинская область,2017-09-09 00:00:00
58285,180140031781,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""CLINIC MIRAS""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58285,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2018-07-09 00:00:00
58362,950240000925,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ГОСПИТАЛЬ С ПОЛИКЛИНИКОЙ ДЕПАРТАМЕНТА ПОЛИЦИИ КАРАГАНДИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58362,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Государственные организации,Карагандинская область,2017-09-12 00:00:00
58313,010140001151,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЩЕРБАКТИНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58313,Нет,"Павлодарская область, Щербактинский район, с.Шарбакты",Государственные организации,Павлодарская область,2017-09-11 00:00:00
58047,850810350244,"ИП ""ALLERGONET"" ДЮСЕКЕЕВ А.Б",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58047,Нет,"Павлодарская область, г.Павлодар",Частные организации,Павлодарская область,2024-10-15 16:48:28
58288,010140002249,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""УСПЕНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58288,Нет,"Павлодарская область, Успенский район, с.Успенка",Государственные организации,Павлодарская область,2017-09-08 00:00:00
58314,990340004285,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ПАВЛОДАРСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58314,Нет,"Павлодарская область, г.Павлодар",Государственные организации,Павлодарская область,2017-09-11 00:00:00
58316,151040026878,"ТОО ""MED-C""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58316,Нет,"Павлодарская область, г.Павлодар",Частные организации,Павлодарская область,2017-09-11 00:00:00
58325,980240000019,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ КОМИТЕТА НАЦИОНАЛЬНОЙ БЕЗОПАСНОСТИ РЕСПУБЛИКИ КАЗАХСТАН ПО ПАВЛОДАРСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58325,Нет,"Павлодарская область, г.Павлодар",Государственные организации,Павлодарская область,2019-12-03 13:37:21
58392,720315301764,ИП Капанов,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58392,Нет,"Павлодарская область, г.Павлодар",Частные организации,Павлодарская область,2019-03-12 00:00:00
58447,990240004261,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ПАВЛОДАРСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/58447,Нет,"Павлодарская область, г.Павлодар",Государственные организации,Павлодарская область,2017-09-11 00:00:00
57319,110140008497,"ТОО ""В.В.NURA""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57319,Да,"г.Астана, район Есиль",Частные организации,г.Шымкент,2019-12-06 19:50:01
57894,100440009840,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИКЛИНИКА №6 ГОРОДА КОСТАНАЙ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57894,Нет,"Костанайская область, г.Костанай",Частные организации,Костанайская область,2020-01-22 11:11:05
57956,130740004668,"ТОО ""СтомЦентр Кызылорда""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57956,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2017-09-12 00:00:00
57816,220640047171,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ABU DENT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57816,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2022-08-26 18:31:09
57814,220840008504,"ТОО ""ALASH 11""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57814,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2022-10-22 17:14:29
57812,110740008141,"ТОО ""СТОМЕД СЕРВИС ПЛЮС""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57812,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2022-07-20 17:55:57
57533,970340003312,"УВА ""АРАЛ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57533,Нет,"Кызылординская область, Аральский район, г.Аральск",Частные организации,Кызылординская область,2017-09-12 00:00:00
56867,211240032546,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ASEM MED""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/56867,Нет,"Кызылординская область, г.Кызылорда, п.Тасбугет",Частные организации,Кызылординская область,2022-04-08 18:25:06
57819,800514301515,"ИП ""СТОМЕД""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/57819,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2023-11-17 12:24:34
